appid,title,content
6445853695,yyds,yyds
6445853695,用不了,用不了
6445853695,输入了不行,输入了不行
6445853695,怎么进入来着,怎么进入 这个咋进去啊
6445853695,怎么解锁,怎么解锁
6445853695,不错yyds,yyds
1621682678,别要求太高,"说真的，这个软件做得已经很可以了 免费不错了 别要求太高 
当然 愿意优化最好"
1531577718,……,是不是不能用了？
1621682678,啥时候能横屏播放啊,啥时候能横屏播放啊
6446676263,骗子，完全不是抖音上说的有片源,骗流量的，大家不要下载
6446676263,骗人的,骗人的
6446676263,输入什么啊,如题
6446676263,？？？,用了两天突然白屏进不去！！！
6446676263,不想让别人知道,哈哈哈哈原谅我自私……
6446676263,喵喵喵,喵喵喵喵喵
6446676263,是骗子,没有真正的片源，骗流量的，大家慎下
6446676263,特别好,但不想让别人知道
6446928608,怎么看电影的,怎么看电影
6446928608,七喜,七喜的线不行
6446928608,好,我爱中国
6446928608,66,不错不错
6446928608,欺诈软件,欺诈软件
6446928608,好！,麦当劳汉堡 好好好
6446928608,我爱中国,我爱中国
6444384259,小雷那边来的，试试咋样,1111
1638485167,今天的暗号是什么,暗号是啥
1638485167,不建议下载，看一集之前都要看广告，还是网盘比较方便,不建议下载
1632377710,怎么用！家人们！机关是啥？怎么解,救救我
6444692361,投屏用不了,垃圾
6446815103,密码不对啊,6个6 6个8都不行啊
6446815103,保,护
6446815103,去官网,反馈词变了，去官网看最新的
6446815103,骗人的,骗人的
6446815103,暗号,888888
6446815103,低星保护,低星保护
6446815103,888888不行呀,888888不行呀
6446815103,好用真的好用,懂得都懂
6446815103,骗人的，不是视频软件,骗人的，不是视频软件
6444096151,低分保护兄弟们,低分保护
6444096151,6,提示更新的时候有教程的
6444096151,搜这个,记录美好生活
6444096151,口令是记录美好生活,记录美好生活
6444096151,1,搜索      记录美好生活
6446716671,全是广告,广告
6446717132,怎么变身啊？？？。,怎么变身
6447193403,开启成人模式,开启成人模式
6447193403,123泡泡,123泡泡
6447193403,干嘛天天改,泡泡666？
6447193403,求片,开启成人模式
6447193403,怎么变身,不会变身呀
6447193403,chengren,chengren
6447193403,正品可用,"🗜变身方式：
打开➠右上角头像➠反馈输入➠泡泡666➠发送➠重启APP，即可。

🔞高级福利模式：
我的➠登录➠注册账号➠输入任意手机号密码（无需真实）➠我的➠留言求片➠输入文字➠开启高级成人模式➠重启

⚠️开启🔞后：
∙此时分类新增各大传媒影视
∙相当于内置了一个高级视频
∙同样方式输入【关闭高级福利模式】即可隐藏成人内容，变成一个正经视频软件"
6447193403,不能变身,泡泡666
6446271473,更新就没法使用的,更新没法使用了
6446271473,不行,不变身
6446271473,iPad用不了吗？没反应哦,iPad用不了吗？没反应哦
6446717132,变不了身,下了没用
6446717132,有知道怎么变身的么,阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴啊
6446717132,老软件不行新的没法用,老软件今晚突然用不了，新软件进去没办法看，是不是服务器出问题了，希望尽快解决
6446717132,？,咋变身啊这
6446717132,官网无教学,下载完不知道怎么变身
6446815103,密码是,最新口令：天天666
6446815103,现在口令是多少啊,根本不能用
6446815103,天天666,新的口令
6446815103,进不去,暗号都不是8个8
6446815103,最新口令：天天666,不能用了，显示网络错误
6446815103,666666,666666
6446815103,垃圾，根本没用,垃圾根本用不了
6446815103,口令现在是多少啊,口令都不对了
6446815103,4月11日：天天666,天天666
6446815103,在哪输口令，来个好兄弟教一下,带带
6446815103,怎么查反馈词,官网是哪个？
6446815103,怎么去官网,说反馈词变了去官网的，你让我怎么去
6446815103,官网是啥,最新的代码 求官网地址
6446815103,哎,不是6个8也不是6个6，已经不行了？
6446815103,口号时多少？,口号谁黑个
6446815103,无用,666666也没用
6446815103,^口干变了,是多少？
6446815103,为啥我输入口号不管用？,？
6446815103,改成什么口号呢,改成什么口号呢
6446815103,垃圾,垃圾，骗人的
6446815103,低星保护,画质可以
6446815103,口令多少？,口令多少？
6446815103,转化不出来,输入了跳不过去
6446815103,骗子,骗子
6446815103,口令现在是多少,？
6446815103,打不开,打不开
6446815103,垃圾,垃圾
6446815103,口号六个六。不是六个八,口号六个六
6446815103,无广告！无广告！,最重要的是无广告！
6446815103,垃,鸡
6444096151,哈,记录美好生活
6444096151,好,记录美好生活
6444096151,记录美好生活,啊对对对
6444096151,超级好用,叔你软件千万千万不能倒闭啊😭😭求你了给你多看几个广告
6444096151,输了口令,为啥我的输了口令退出后再打开还是日历
6444096151,不行,进去，广告比之前还要多，而且下载快完成结果就说下载错误，重新下载也是一样，必须要重新点进去再下，无语了
6444096151,尝试一下,这个
6444096151,低分保护,记录美好生活
6444096151,怎样搜索,各位现在这个要搜索：记录美好生活
6444096151,流量合作,流量合作如何联系你们
6444096151,给我一起读,记录美好生活
6444096151,无语了,不说怎么打开 下了干什么服了 指尖宝又用不了
6444096151,怎么进去啊,有没有人能说下
6444096151,咒语,记录美好生活
6444096151,记录美好生活,记录美好生活
6444096151,口令是啥,口令啥
6444096151,暗号是记录美好生活,大家都不看教程的吗
6444096151,暗号,记录美好生活
6444096151,低分保护 记录美好生活,：）
6444096151,呜呜,他给了，只不过我忘了口令是啥了😭
6444096151,吃,怎么进去
6444096151,记录美好生活,主页面搜索记录美好生活然后退出APP，再进就可以
6444096151,亮度调节是故意设置成这样的吗,同标题
6444096151,记录美好生活,这个
6444096151,图标广告能再优化一下吗？！！！！,如题！
6444096151,口令,记录美好生活
6444096151,不要评论,不要评论，评论了也得不到答案
6444096151,好,好好好
6444096151,口令,口令是啥呀
6444096151,怎么用啊呜呜呜呜,呜呜呜呜
6444096151,进不去,没给指令怎么进去啊
6444096151,怎么进去,暗号是啥
6444096151,关键词是什么,关键词是什么
6444096151,进不去,指尖宝搜索实用的工具，这个软件该搜索什么进去啊
6447193403,变身失败,换了？
6447193403,变不了,失效了
6447193403,打不开,口令不对
6447193403,我在想,我爱泡泡
6447193403,变身,怎么变身啊
6447193403,暗号是什么,什么
6447193403,垃圾软件赶快跑，拖你信息,如题快跑，快跑，快跑，快跑，快跑，。                                                     快下载123泡泡
6447193403,搜索不到,怎么搜索不到
6447193403,为什么我下了最新版也一直显示加载失败要更换播放源啊,，
6447193403,视频加载不出来啊,视频加载不出来
6447193403,为什么看不了动漫了,如题
6447193403,怎么都看不了了啊,全部报错
6447193403,加载失败,加载失败请尝试更换bfy
6447193403,用不了啊,如题
6447193403,赶紧修复,昨天好好的，想看什么搜什么，今天搜不到想看的了
6447193403,怎么开启,怎么开启啊
6447193403,.,.
6447193403,变身？,不成功。。。
6447193403,为什么只有英文键盘？,如题啊
6447193403,收费软件,垃圾软件
6447193403,低星保,加油！
6447193403,不能变身了吗,不能变身了吗
6447193403,泡泡666,泡泡666
6447193403,无意间搜索进入了，出现了吃瓜视频，后来又不知道为什么搜不到了,真奇怪
6447193403,画质模糊,如题
6447193403,怎么用啊，,不知道什么开启隐藏功能
6447193403,喂养宠物很及时,预约服务很好
6447193403,贤者模式无法打开,贤者怎么开启
6447193403,又不能变了，🙄？？？？？？,下架了吗
6444692361,太卡了,真的卡死一倍速都开不了 服了
6444692361,登录之后一直闪退 可以修复一下吗作者大大,。。
6444692361,图标,希望能改一下图
6444692361,注册后闪退,为什么手机号注册后就打不开了，一打开就闪退，卸载后重新下载也不行，有没有办法解决一下
6444692361,有个锤子用，下载完了用了三分钟，闪退，无法进入,闪退
6444692361,诈骗信息软件,登陆闪退
6444692361,登录后闪退,卸载后再安装也用不了了
6444692361,横屏死机，用的Pad。。热点,1
6444692361,bug,登陆账号后闪退进不进去是怎么回事
6444692361,不要登录账号,登录账号直接闪退，重新下也不行
6444692361,登陆后就报废，无限闪退。,。。。。。
6444692361,登录就闪退,之前好好的，一登录就闪退，之后再也进不去了，希望作者能修复一下
6444692361,什么时候修复,不会是骗信息吧，一注册完就闪退了，怎么都进不去了
6444692361,闪退,闪退根本用不了
6444692361,最新口令是什么呀,最新口令
6444692361,登陆之后就闪退,登陆之后就闪退不能用了
6444692361,很棒很棒,使用体验很好👍🏿
6444692361,登录不了，一直闪退,重新下载了好几次，还是闪退，希望能给调整一下
6444692361,666,666
6444692361,登录后闪退,尽快修复一下吧
6444692361,就是闪退，看不了,就是闪退，进不去
6444692361,怎么变身,怎么变身啊
6444692361,闪退,闪退进不去
6444692361,闪退,麻烦修复下
6444692361,闪退白屏,请修复
6444692361,求更新,闪退
6444692361,闪退,闪退 还是原版本好用
6444692361,修复一下bug,登陆之后一直闪退希望作者修复一下
6444692361,诱骗诈取手机信息,不要下载！骗完就闪退了
6444692361,！,求求大佬快点更新一下，点过登陆就闪退了，重新下也是
6444692361,登录进不了，闪退,作者更新修复一下呗，登录之后进不了，一直闪退白屏，希望作者能看到，谢谢
6444692361,闪tuiq,救命闪退啊
6444692361,一直闪退。进不去了,记录
6444692361,1,登录闪退
6444692361,闪退,登陆以后，就闪退了。再重新下载还是不能打开
6444692361,没什么用,不能用更新fl
6444692361,不好用,登陆后闪退
6444692361,登陆闪退,一直闪退
6444692361,闪退,一登陆。就闪退
6444692361,更新哇,更新一下哇
6444692361,視頻,"一直閃退
無法打開"
6444692361,闪退,登陆就闪退
6444692361,闪退啊啊啊,闪退啊啊啊
6444692361,闪退,大哥麻烦更新一下，闪退哇
6444692361,闪退,登入后闪退进不去
6444692361,热点不能投屏了,热点只能镜像不能投屏。镜像太卡，望修复
6444692361,打开登陆就闪退,打开登陆就闪退
6444692361,登陆后一打开app就闪退,登录以后就闪退再也打不开app啦！一打开就闪退，用不了啦！快修复一下呀！
6444692361,一直闪退,一直闪退
6444692361,登陆不了，一登陆就闪退,一登陆就闪退
6444692361,咋用,怎么用
6444692361,下载后白屏闪退,白屏闪退
6444692361,擦,登陆之后一直闪退，快修复吧
6444692361,闪退问题,软件闪退很厉害。请技术看看
6444692361,闪退,下载闪退后怎么也打不开，尽快修复呀
6444692361,闪退,闪退
6444692361,闪退,打开就闪退
6444692361,不能登录，登陆了以后就闪退,作者大大更新一下，登陆后就闪退打不开了
6444692361,闪退,打不开闪退啊，好了叫一下
6444692361,打不开，闪退。旧版没有了……,打不开，闪退。旧版没有了……
6444692361,真的很不错,很好用
6444692361,打开闪退,打开就闪退打开就闪退 原来的软件叫啥
6444692361,登录后会闪退白屏,登录后会闪退白屏，希望能修复，谢谢
6444692361,下载完打开闪退,下载打开闪退，重启手机重下也不行啊，作者修复一下～
6444692361,如题,怎么变身？
6444692361,闪退,打不开
6444692361,打不开,打不开
1533237016,急急急,作者青蛙视频能不能用呀
1638485167,呃,烙铁啊 暗号是啥
1623199893,官网在哪。,官网在哪
1615731935,看东西就进广告,看个东西就弹广告  简直叫用不了一点
1533237016,垃圾,别下载  垃圾软件
1669178960,期待MAC版本的全屏功能,很实用的功能，期待！！！给MAC电脑版的全屏功能，谢谢。
1669178960,ipad不适配,iPad屏幕完全不适配，希望可以改进一下
6446716671,口令,是不是要口令呀
1623199893,官网在哪里,官网在哪里啊
1623199893,白屏了，技术员检测一下,哎
1623199893,老粉怎么办,我们怎么办
1623199893,一片空白,打开就是一片空白
1623199893,快回来吧,不卡不卡你快回来吧，啊呜呜
1623199893,app很棒啊！ 但是进不去了！！,进不去了老铁，看看怎么回事啊！
1623199893,怎么回事呢,进不去
1623199893,进不去,进不去，赶紧下架吧
1623199893,打不开,一片空白，打不开了
1623199893,进不去了,还有更新吗？
1623199893,安卓系统应用商店里找不到这个软件？,安卓系统应用商店里找不到这个软件？
1623199893,官网是什么,有没有最新的网站啊！
1623199893,不能用了,啊啊啊啊啊不能用了什么时候能恢复
1623199893,打开一片白……,求改正。
1623199893,打不开了，怎么回事？,不要打不开啊，多好的一个app，加油雄起
1623199893,挂壁了,挂壁了
1623199893,口令是啥，开发者进去了吗,口令是啥
1623199893,开发者看我！！,官网没了吗 软件也打不开了 新的在哪
1623199893,用不了？,好软件，新电影电视还免费，怎么用不了？
1623199893,网站进不去呢,网站进不去呢，app也白屏了
1623199893,官网是什么,进不去了
1623199893,看不了了,最近看不了了，你们的也是吗
1623199893,最近很不稳定，超级卡,卡，卡，卡
1623199893,求个官网啊,官网怎么进不去，求官网地址
1623199893,7月18口令是啥啊？官网打不开了,，
1623199893,不能使用,最近不能使用了麻烦修复一下谢谢
1623199893,点不了确定,点不了确定
1623199893,。。,官网都没了怎么找码
1623199893,1,口令去哪找啊
1623199893,投屏用不上,好烦啊 换了好几次 都无法投屏 咋回事啊
1623199893,口令,51kuka000
1623199893,zzz,6月28是啥
1623199893,谁知道口令是啥,求最新口令
1623199893,官网是哪个,官网都找不着 怎么看口令
1623199893,自动跳时间,为啥会自动跳时间呢，中间不连续啊
1623199893,垃圾东西，都不知道咋进去,垃圾
1623199893,去哪查看口令,在哪查看口令
1623199893,口令换了,51buka312
1623199893,去官网看口令,每次的激活口令都不一样
1623199893,为什么输入那个51buka没反应,粑粑拉巴
1623199893,还是不行啊,反馈后重启还是一样
1623199893,不能投屏？,不能投屏吗
1623199893,给力的软件,超级
1623199893,恁,啥个玩意儿
1623199893,超牛，51buka208,51buka208
1623199893,哎,咋整呢
1623199893,差评,这个钱包一点也不好用不要下载
1623199893,很好,记账很方便 给了
1623199893,不行,bukayyds188失效了吧？
1623199893,用不了,方法呢
1621682678,保护,以为只是个追星软件，但是能搜到林正英我就知道不简单哟。一星保护。
1638485167,口令,有说人话的吗？口令是什么！谢谢
1665463512,6,开心的工具
1621682678,保护,很不错的追星软件，不过我还是喜欢那个老版本的界面😭
1621682678,保护,好东西
1621682678,保护！,保护
6447505512,垃圾,垃圾
6447505512,懂的,懂的说下啊
6447505512,勉强还行,左上角点四下重启不谢
6447505512,？！,怎么进去？
6447505512,一片黑,官网也不说怎么进
6447505512,怎么打开,求求求
6447505512,怎么用啊，无法显示,无法切换
6447505512,垃圾,垃圾软件
6447505512,怎么用,怎么用
6447505512,一片漆黑？,如何进去？一片漆黑？
6447351228,怎么变身,不知道
6447351228,看不懂,这是干啥的？
1615731935,垃圾,垃圾别信
1621682678,差,果断删除。
6447546661,表示感谢,感谢作者
1638485167,口令是,传统文化
1638485167,五,今天的暗号是什么
1621682678,屏幕无法放大,屏幕无法放大
6446716671,toFulan,toFulan
6447424627,中药博小助,中国顶流
1621682678,发热严重,发热相当严重
1621682678,推荐给硕硕,好
6446197254,下载后打不开，好像不是这个,打不开……
1638485167,输入,文字阅读理解
1638485167,所以最近暗号是啥？软件提醒不准确,所以是啥
1638485167,呜呜呜,今天口令是啥啊！！！
1638485167,有人告诉暗号是什么嘛,4月21的暗号是什么
1638485167,下载了退出重新进去也看不了,为什么看不了
1638485167,133,最新口令是啥 网址是啥
1638485167,提点建议,看到一半会自己跳集啊，很麻烦啊
1638485167,为什么会自动跳集,页面跟之前的页面都差不多 就是看的时候会跳出广告 把广告叉了之后就跳集了 一集下来能跳几次 看着让人很烦
1638485167,今天的口令是啥,今天的口令是啥
1638485167,周二的口令是什么啊,求求
1638485167,口令是什么,口令是什么
1638485167,四月口令是什么,不是传统文化，也不是计算机应用，口令是什么？
1638485167,文字阅读理解,文字阅读理解
1638485167,今天的口令是什么,？
1638485167,4月19日前,文字阅读理解
1638485167,1,口令是啥啊
1638485167,暗号，传统文化,传统文化
1638485167,今天的口号是啥啊,今天的口号是啥啊
1638485167,差评,我都看过了。没有问题。就是不让看。几个意思。
1638485167,今天的暗号是什么,今天的暗号
1638485167,今天的口令是什么？,今天的口令是什么？
1638485167,传统文化,rt
1638485167,今天口令是什么,今天口令是什么
1638485167,-,加载不出来可以试试在意见反馈里输入
1638485167,今天口令是什么呀,求告知
1638485167,暗号很麻烦,今日的口令是什么啊？
1638485167,今天的暗号是什么？,？
1638485167,搞不懂为什么按照要求做了还是不行,其他所有要求都没有问题 但是打开软件显示一直是正在加载 网络没问题。我卸载重新搞了一遍还是这样
1638485167,为什么打不开,一直加载，点好几次都不管用
1638485167,暗号,传统文化
1638485167,挺好,今天的暗号是什么，谁能告诉我一下我进不去
1638485167,不能用了,不知为什么要换app，我也是按照官方1234都反复排查了。就是进不去了。白屏。这版本不好用。
1638485167,为什么打开是白屏,？
1638485167,为什么一直加载啊,烦死了
1638485167,口令,计算机应用
1638485167,今天暗号是啥,求求告知
1638485167,暗号,今天什么暗号
1638485167,口令,口令是什么？
1638485167,暗号,社会学
1638485167,口令,社会学进不去
1638485167,闪退,点进去好好的 一到播放就闪退？ 为啥 还能好不
1638485167,口令忘记了 谁知道呀,告知一下
1638485167,感觉,其实刚下没多久，说一下我的第一感觉吧，画面简洁 不复杂，刚看以为下错了，伪装是可以，但没啥必要性，因为在这之前我有下过其他免费追剧app，相对来说这个真的直接碾压，虽然不知道这个会不会出现停更还是什么的，但这个软件的bug好的真不是一点，除了看剧有个广告，反转屏幕一下之外就没了，而且毕竟免费的有点bug也能理解（只要不是太过）四星吧，剩下的就是没了解全面，对输那个暗号我觉得是有点麻烦的，所以希望能够免除这一部分！
1638485167,好用好用,广告也只有几秒
1638485167,总是闪退,点击全部开始或者全部暂停就会闪退再点进去就是错误又要重新下很烦这一点其他很好麻烦作者看一下
1638485167,。z,就因为快进了一下现在一直快进怎么弄都不管用
1638485167,今天口令是啥？？？,口令，暗号是啥子呀
1638485167,平板横屏,平板横屏的时候为什么要反方向呀 真的很不方便
1638485167,国外用不了？,我人在德国，好像彻底用不了了。但本身软件挺好的
1638485167,暗号是什么啊啊怎么进不去,进不去呜呜呜
1638485167,暗号是社会学,好用
1638485167,为什么 统计学 进不去啊,为什么 统计学 进不去
1638485167,今日口令,社会学
1638485167,没搞错为啥进不去,官方写的注意事项都没问题，也点搜索了，更新了，上滑退出重进，网络也开着呢，为啥都不行啊，之前手机上也用过这个软件，上次更新没来得及登陆就不能用了，这次重新更新了在手机上就不行了
1638485167,为什么不可以啊,怎么回事
1638485167,三月口令,社会学
1638485167,最新的暗号是什么啊？,最新的暗号是什么啊？
1638485167,有没有人懂今天是什么,口令
1638485167,星期三的暗号是什么,求！
1638485167,今日暗号是什么,今天暗号？
1638485167,为什么加载不出来,好多剧都能搜到也能点开就是看完广告之后一直在转圈一直加载不出来退出去重新打开也不行这是什么原因呀
1638485167,口令,统计学
1638485167,好,好
1638485167,暗号,今天的暗号是什么呢
1638485167,暗号是什么啊,.
1638485167,周天的口令是什么,今天的口令谁知道啊
1638485167,暗号是啥,暗号是什么
1638485167,明天的暗号是啥,求
1638485167,暗号来啦,统计学
1638485167,暗号 统计学,统计学
1638485167,更新不了,没法点搜索框，一直显示是否升级
1638485167,更新后的暗号是什么？,求
1638485167,今天更新后暗号是什么啊！,！！！
1638485167,今天的暗号是什么啊？,求求🙏
1638485167,暗号是什么啊,😭
1638485167,暗号是什么啊,暗号是什么
1638485167,今天暗号是什么,？
1638485167,暗号在哪输？,暗号在哪输？
1638485167,暗号,哭了暗号是什么，在哪看的啊
1638485167,暗号是什么啊,暗号暗号啊
1638485167,dddd,财务管理
1638485167,今日暗号是什么,"新口令：财务管理
有效期至2023.2.23上午10点"
1638485167,暗号,求求
1638485167,今天暗号是什么,今天暗号
1638485167,你,。你在
1638485167,今天暗号是什么,注册会计师
1638485167,缓存功能根本用不了6,呵呵
1638485167,无语,什么鬼，老是自己莫名其妙快进，有病吧
1638485167,今天暗号是什么啊,啊啊啊
1638485167,维护,怎么还在维护中……呜呜
1638485167,今日暗号是什么,求
1638485167,暗号从哪获取,求求
1638485167,Gcgcgchvhvh,今日暗号是什么？？
1638485167,今天暗号是什么,谁给说一下
1638485167,今天暗号是啥呜呜,💔
1638485167,2月3日,注册会计师
1638485167,明天的暗号是什么？,告诉我吧
1638485167,今日暗号是啥,暗号是啥
1638485167,今天的暗号是什么？,暗号暗号
1638485167,今天上什么课,今天上什么课
1638485167,现在的暗号,注册会计师
1638485167,今天的暗号是什么呜呜,？？
1638485167,1,今日暗号是什么
1638485167,今天暗号是什么,暗号是什么
1638485167,你好作者，最新的口令是什么呀，麻烦告知,最新的口令是什么呀？？？
1638485167,今日暗号,暗号多少
1638485167,暗号是什么,暗号😭
1638485167,口令,口令是什么啊
1638485167,真香,超级好，真香
1638485167,今日暗号是什么,，
1638485167,广告真的太多了吧,啊啊啊
1638485167,今日暗号是什么,暗号
1638485167,暗号,求今天暗号
1638485167,新年快乐,新年快乐
1638485167,暗号,是什么
1638485167,暗号,注册会计师
1638485167,1月18日，暗号是什么？,求暗号
1638485167,今天的暗号是什么,1
1638485167,1,15S7S67
1638485167,今日暗号,今日暗号
1638485167,注册会计师,注册会计师
1638485167,播放故障,动漫看不了
1638485167,今天的暗号是什么？,球球啦
1638485167,00,暗号是啥
1638485167,暗号是啥,暗号是啥
1638485167,yeah,今日暗号是什么
1638485167,暗号是啥,最新暗号是什么
1638485167,1,今日暗号
1638485167,口令,今日口令是啥
1638485167,暗号是什么,现在暗号是什么
1638485167,暗号是什么,暗号是什么
1638485167,今天暗号是什么,今天暗号是什么
1638485167,今天,暗号
1638485167,今天暗号是什么,求暗号
1638485167,暗号,好好学习
1638485167,今天暗号,今天
1638485167,求,今日暗号
1638485167,暗号是什么？,吗
1638485167,暗号,今天暗号是什么
1638485167,今天的暗号是什么,今天的暗号是什么
1638485167,今天暗号是啥,今天暗号是啥
1638485167,暗号在哪找啊,暗号在哪找
1638485167,好好学习,好好学习
1638485167,暗号怎么获取,暗号
1638485167,12月19日暗号,好好学习
1638485167,12月18号暗号,暗号
1638485167,太nb了,必须五星好评 资源真的多！！！！
1638485167,今日暗号是啥,今日暗号是啥呀
1638485167,暗号,今天暗号是啥
1638485167,不能用,最近怎么搜不出来新上映的剧，说是停更2天，都多少天了
1638485167,暗号是什么,今天暗号
1638485167,12月11日的暗号是什么？,12月11日暗号是什么？
1638485167,很好很好很好,很好很好很好
1638485167,缺点,不能开小窗
1638485167,暗号！,暗号是啥！！
1638485167,素质教育,拿走不谢
1638485167,学习,暗号是什么
1638485167,今日暗号是什么,今日暗号是什么
1638485167,暗号是职业道德,暗号是职业道德
1638485167,暗号,暗号是 “自习课”不用谢！
1638485167,自习课,暗号 自习课
1638485167,无语,不能用了
1638485167,为什么看不到下载的多少内存，占的空间,😓
1638485167,广告多到你怀疑人生,广告多到你怀疑人生
1638485167,所以,暗号是啥？
1638485167,如何获取暗号,麻烦问下怎么获取暗号
1638485167,1,暗号是啥啊
1638485167,骗人的,试了好几次还是那个页面
1638485167,感谢抖音，不愧是敢叫靠谱，果然靠谱,爱了
1638485167,不用谢,关注嘟嘟酱
1638485167,bug了吗,换暗号了还是咋了 进不去啊
1638485167,暗号是啥,服了、不知道暗号
1638485167,不能变身,不能变身了  什么情况  今天早上还可以
1638485167,？,为啥我输入暗号后清除后台再点进去还是那个样呢，一点没变
1638485167,好用,良心软件
1638485167,暗号是啥我忘了,在线等
1638485167,谢谢🙏,谢谢你
1621682678,保护,太差了， 一点都不好看
1621682678,保护,懂的都懂
1621682678,真垃圾,保护起来不容易
1621682678,1,真的会让手机发烫吗
6444384259,谁知道暗号,暗号是什么
6444384259,全部搜索都能看,厉害了保护保护
6444384259,不能下载！画质不清晰,ios16不能下载？画质不清晰！希望能改进！谢谢！
6444384259,播广告55秒，那我还不如去腾讯看,坑货
6444384259,请问添加什么,没有教程
1621682678,保护,有点差哦，老版本的主页都换辣，手机发热严重
1621682678,越来越不懂了,吃相也太难看了吧 从之前的不需要广告到后面30s广告到现在将近一分钟的广告服了😅
1621682678,电视剧清晰度还不行,好评好评，iPad上终于有全屏模式了，要是清晰度能和那些软件上的一样高清就好了…
1621682678,发烫好严重啊 掉电也快 什么垃圾软件,protection
1621682678,哈哈,保护
1621682678,以前和现在一样手机发热相当严重,"而且现在还没有浏览记录,看过的连续剧不方便下次看,看到哪都不记得了"
1621682678,下载的视频全部自动删除了,就下载的视频昨天还好好的，今天就自动删除了，全部要重新下载，真的很无语，还是喜欢老版的软件
1621682678,还是老版的页面更好。,宝藏app
1621682678,保护,还是喜欢那个老版页面呜呜🥹
6443931673,666,666
6443931673,不能用了,不能用了
6443931673,肯本不行，别下载了,根本不能用
6443931673,还行吧,暂时没有广告
1673528495,好,好好好
1673528495,553624,553624
1673528495,打不开,口令是啥
1673528495,462351,哈哈哈
1673528495,511671,511671
1673528495,投屏问题,新版的投屏有问题
1673528495,一星也不想给，纯纯骗下载的,垃圾
1673528495,骗下载量,骗人就下载，其实没有用
1673528495,新的口令什么,什么
1673528495,921376,921376
1673528495,变不了,变不了
1673528495,代码是啥玩意,代码是啥
1673528495,用不了,一点用也没有没有变过
1673528495,又打不开，官网的也是错的,最新的是什么
1673528495,171045,171045
1673528495,口令,278964
1673528495,16.4无效,16.4系统无效
1673528495,了,发口令，口令是什么，打不开
1673528495,666949,666949
1673528495,口令骗下载是吧，没用,没用没用
1673528495,不对劲,有bug
1673528495,令,口令哇
1673528495,口令,口令
1673528495,今天,209448
1673528495,口令,570783
1673528495,激活,打不开新的是啥
1673528495,发口令,发口令
1673528495,好,好用
1673528495,口令是啥,口令是啥
1673528495,这里就是,956538
1673528495,726560,726560
6444903359,闪退,闪退
1621682678,怎么看视频？,看不了视频
1665463512,使用方法,下载打开后右上角设置—问题反馈—编写文字“开心的工具”—清理后台—重新打开软件即可食用
6446716671,我要密码,密码呢 我去
6447424627,不要昵称0,中国顶流
6447686389,已经打不开了,no！！
6447686389,无法触发,无法触发
6447546366,口令,红柿子
6447546366,2,红柿子
6447546366,oooookkkkkk,ooooookkkkkkkk
6447951515,good,is app good
6447907565,皮皮真不错,皮友永远滴神
6444903359,怎么添加其他接口源,你好，怎么添加接口、 tvbox的接口能添加吗？盼回复
1621682678,为什么不能横屏,真的服了啊好不容易能看了结果不能横屏 iPad还坏掉了
1621682678,用不了了,突然怎么就里面什么都没有了，看不了
1621682678,不能全屏了,不能全屏了怎么回事啊 我的宝藏app啊
1658603537,求投屏！,求投屏！
6447249454,不能全屏 谁懂啊,横着有条黑杠拦着
6447249454,🍋时光超好用，这次升级没有ipad横屏，求修复bug！,求修复ipad没有横屏的bug！
6447249454,ipad上清晰度选择一直在屏幕上,ipad上清晰度选择一直在屏幕上
6447424627,咔咔,中国顶流
6447424627,哈哈过失伤害三年丧失是不是自己走过山山水水技术,中国顶流
6447686389,额,很卡，非常卡，虽然说播放源很多，但是很多都是找不到的，非常拉，
6447546366,hsz是这里可以说的吗？服了,rt
6447546366,投屏卡顿跳帧严重,手机没问题，投屏就卡到爆炸
6447546366,1,红柿子
1669671048,忘记暗号了,哪个好心人告诉我一下进入的暗号是啥来着
1604699217,广告多的我都无语了,点完一个又一个的
6446197254,软件确实很好,请求及时修复发热问题和闪退问题！
6446197254,🈶️广子,有广子，而且时间特别长
6447907565,皮,皮皮真不错
6447907565,输入密码重开没跳转,输入密码重开没跳转
6447907565,挺好用的,速度比以前的软件快多了
1621682678,之前的页面更好,之前的页面更好
6447424627,棒棒哒,很棒的软件
6447424627,e,中国顶流
6447424627,中国顶流,一抹
6447424627,n,中国顶流
6447424627,中国顶流,中国模范
6447424627,中国顶流。,中国顶流
6447546366,密码是红柿子,反馈意见输入密码，返回重进
6447546366,lll,红柿子
6447167493,不能看海外频道了,扣一星因为不能看凤凰卫视了
6447951515,中国顶流,中国顶流
6446197254,低分保护,垃圾软件
6447907565,密码失效,失效
6447907565,简介,皮皮真不错
6447907565,太好了,真好 终于下好了 三遍
6447907565,密码？。？,密码是什么啊？
6447907565,密码是,皮皮真不错
6444903359,Klj,都是朋友
6448216428,？,我是被百度骗过来的吗
6448275637,好东西,数学长进了呢。
6446821745,抖音,抖音 让我们相遇
6447686389,不会弄怎么办,不会弄啊
6447686389,看了一次电影，之后就回到最初那样了，看不了了,看不了
6447686389,闪退,怎么回事 昨天看还好好的 现在一点开就闪退
6447686389,yikayikad一卡一卡的,一卡一卡的
6447686389,怎么投屏,不能投屏a
6447686389,分辨率不高,分辨率达不到1080p！其中最无法接受的是卡顿！希望能解决……
