appid,name,developer_id,developer_name,comm_count,recomm_count,screenshots_count,rate,rate_num,version,update_content,supplier,size,genre,compatibility,language,age,copyright,price
1278206333,健康东莞,1278206332,东莞市卫生和计划生育局,0,6,0,1.7,980,版本 2.08.5,解决已知问题，优化用户体验,Dongguan Municipal Health and Family Planning Bureau,112.4 MB,医疗,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，频繁/强烈的医药或医疗信息,© 东莞市卫生和计划生育局,免费
1012867463,网商银行,1012867462,Zhejiang E-Commerce Bank Co.Ltd,0,6,0,4.2,2.2万,版本 4.1.6.071001,网商银行甄选银行系稳健理财产品，投资稳健，产品期限丰富，最短支持7天期网商银行自主发行银行存款产品，保本保息（已按照国家规定参加存款保险）,Zhejiang E-Commerce Bank Co.Ltd,86.1 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2016 Zhejiang E-Commerce Bank,免费
1483317652,小荷健康-值得信赖的医疗内容与服务平台,1633399453,"Hainan Xiaohe Health Network Technology Co., Ltd",0,8,0,4.5,"1,878",版本 6.2.1,本次更新:- 体验优化，已知问题修复使用中有任何问题或建议，请在App内前往【我的】 - 点击进入【客服中心】告诉我们哦,"Hainan Xiaohe Health Network Technology Co., Ltd",172.7 MB,医疗,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,17+，频繁/强烈的医药或医疗信息,© 海南小荷健康网络技术有限公司,免费
1071038870,北京一卡通,967092372,北京市政交通一卡通有限公司,0,6,0,2.5,"8,790",版本 6.2.1.0,1）优化公交实时数据查询功能,"Beijing Municipal Administration & Communication Card Co., Ltd.",126.8 MB,生活,iPhone设备需装有iOS10.3或更高版本。iPod touch设备需装有iOS10.3或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 俄文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 波兰文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文,4+,© 2000 北京市政交通一卡通有限公司,免费
1446683031,吉祥风水罗盘-风水罗盘八卦指南针,500033159,liu xingdong,0,6,0,4.8,"6,570",版本 1.2.1,此次更新1、优化产品流程，操作更流畅,liu xingdong,101 MB,导航,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,12+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的现实暴力,免费,"高级罗盘
¥68.00


家居风水分析
¥30.00


麻将牌位
¥18.00


迎财神
¥6.00


罗盘课程
¥18.00


罗盘VIP会员
¥98.00


黄历择日
¥18.00"
1170391447,洪恩动画故事 - 儿童睡前故事大全,1104233936,iHuman Inc.,0,12,0,4.6,"5,290",版本 4.6.11,【新增】曲小奇、飞狗MOCO、猪猪侠等热门IP系列故事，更多精彩等你听！【优化】系统与性能优化，用户体验更流畅！,"Human and Perfect Future Education co.,Ltd",99.9 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+（为，0–5，岁儿童设计）,免费,"连续包月VIP
¥28.00


连续包年VIP
¥168.00


连续包年VIP优惠价
¥68.00


连续包月VIP优惠价
¥12.00


8 洪豆
¥8.00


连续包季VIP
¥78.00


18洪豆
¥18.00


连续包季VIP优惠价
¥28.00


30洪豆
¥30.00


6洪豆
¥6.00"
582934943,途家民宿-民宿客栈和短租预订平台,582934946,"Tujia Online Information Technology (Beijing) Co., Ltd.",0,6,0,4.9,48.4万,版本 8.77.0,途家民宿最新版来啦！改善产品性能，让体验更加流畅！【用户端】暑期特惠，千元福利免费领！多人结伴游，限时折上折，至高立减1000元！【商家端】支持视频上传房东故事，发布更多精彩内容，分享你的民宿故事！房东等级全新改版，商家综合经营水平的直观体现。更清晰的规则，更丰厚的流量倾斜和权益福利，快来成为超赞房东吧~为了获得更好的用户体验，途家民宿会在App Store中定期更新，建议打开iPhone手机【设置】-【更新】，确保第一时间体验到更好的途家民宿。,"Tujia Online Information Technology (Beijing) Co., Ltd.",173.8 MB,旅游,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.3或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,12+，偶尔/轻微的色情内容或裸露,© TuJia.com,免费
1597677992,iDaily · 2022 年度别册,364264742,iDaily Corp.,0,12,0,4.6,319,版本 2022.0,- 2022 全新内容现已登场，一同回望过去的 365 天- 全新「特写」栏目，回顾每月最佳 TOP 30 图片- 订阅用户可查看 2019-2022 年历史内容,iDaily Corp.,117.2 MB,报刊杂志,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,9+，偶尔/轻微的成人或性暗示题材,免费,"iDaily 年度别册高级读者
¥68.00"
1448346035,撕歌-连麦K歌处CP,1546320477,"Nanjing Meizhen Technology Co.,Ltd.",0,6,0,4.3,3.3万,版本 3.84.2,1.优化部分功能使用体验问题,"Nanjing Meizhen Technology Co.,Ltd.",579.6 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的烟酒或毒品使用或相关内容，频繁/强烈的竞赛，无限制网页访问，频繁/强烈的成人或性暗示题材，赌博，频繁/强烈的色情内容或裸露,免费,"7个钻石
¥1.00


42个钻石
¥6.00


126个钻石
¥18.00


10钻石
¥1.00


12元/连续包月SVIP
¥12.00


616个钻石
¥88.00


60钻石
¥6.00


12元/1个月SVIP
¥12.00


30元/连续包月XVIP
¥30.00


200钻石
¥18.00"
364183992,QQ空间,656087454,"Tencent Digital (Tianjin) Co., Ltd .",0,6,0,3.5,1.8万,版本 8.8.1,优化性能和体验问题，给你更好的使用体验。,"Tencent Digital (Tianjin) Co., Ltd .",104.2 MB,社交,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"1个月黄钻（自动续费）
¥10.00


1个月黄钻
¥12.00


3个月黄钻
¥30.00


60个星币
¥6.00


300个星币
¥30.00


120个星币
¥12.00


1年黄钻
¥118.00


42星币
¥6.00


豪华黄钻
¥18.00


10星币
¥1.00"
914399672,孔夫子旧书网–花少钱 买好书 图书收藏与交易网站,691684788,"Beijing Ancient Castle Book Co., Ltd.",0,6,0,4.9,13.7万,版本 5.5.1,修复了一些bug,"Beijing Ancient Castle Book Co., Ltd.",217.1 MB,购物,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 北京古城堡图书有限公司,免费
517644732,万达电影,517644735,万达院线,0,6,0,5.0,46.4万,版本 8.2.6,修复了已知问题,Wanda Cinema Line Corp,134.5 MB,娱乐,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,17+，频繁/强烈的竞赛，无限制网页访问,© 万达电影股份有限公司,免费
1011687876,滴滴代驾司机,1613093893,杭州快智科技有限公司,0,6,0,3.3,"5,300",版本 6.7.21,问题修复与体验优化,"Hangzhou Kuaizhi Technology Co., Ltd.",218.3 MB,旅游,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的竞赛，赌博，频繁/强烈的烟酒或毒品使用或相关内容,© 杭州快智科技有限公司,免费
350962117,微博,291478092,SINA Corporation,0,10,0,2.6,88.7万,版本 13.7.1,问题修复及性能优化，改进用户体验,SINA Corporation,361.3 MB,社交,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,12+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的色情内容或裸露,免费,"连续包月会员
¥12.00


连续季度会员
¥30.00


微博问答一元围观
¥1.00


1个月微博会员
¥12.00


连续包年会员
¥118.00


3个月微博会员
¥30.00


按季订阅微博高级会员
¥68.00


1年微博会员
¥118.00


21微币
¥3.00


56微币
¥8.00"
434209233,墨迹天气-看天气用墨迹,434173150,北京墨迹风云科技股份有限公司,0,7,0,4.9,246万,版本 9.0826.04,尽在细节的改变，只为给您更好的体验：1.首次免费体验！「观雨大师」48小时分钟级降水预报重磅上线。-秒知雨势：未来48小时+历史8小时，拖动查看，更精准定位分钟级降水动态；-沉浸式体验：超清分辨率雨云动向平滑展示，体会全知全能掌控感；-覆盖全球：全球降水动态，一览无余。  2. 「好看」短视频新增倍速播放：进一步优化短视频观看体验，支持倍速播放，让您更便捷浏览更多精彩的短视频内容。,"Beijing MojiFengyun Technology Co.,Ltd.",361.1 MB,天气,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,免费,"墨迹天气预报1个月会员自动续订
¥12.00


专业天气预报，订阅立享定制服务
¥12.00


连续包年
¥88.00


墨迹天气1个月会员服务
¥18.00


连续包年
¥88.00


连续包年试用
¥88.00


墨迹天气连续包年会员自动续费服务
¥98.00


免试用连续包年
¥50.00


墨迹天气连续包季30元
¥30.00


墨迹天气包年特惠98元
¥98.00"
940376535,华图在线-公务员事业单位考试备考宝典,1431636321,北京政信宏阳管理咨询有限公司,0,7,0,4.7,3万,版本 7.3.250,优化用户体验，修复已知bug。,"Beijing Zhengxin Hongyang Management Consultation Co.,Ltd.",296.3 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,4+,免费,"18元(1800图币)
¥22.00


68元(6800图币)
¥68.00


30元(3000图币)
¥38.00


648元(64800图币)
¥698.00


328元(32800图币)
¥328.00


128元(12800图币)
¥148.00"
907002334,豆瓣,353732575,Douban Inc.,0,6,0,4.6,136.9万,版本 7.55.1,- 体验优化及问题修复近期更新：- 优化了部分功能体验,Douban Inc,256.8 MB,社交,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,12+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的色情内容或裸露,免费,"6豆米
¥6.00


12豆米
¥12.00


128豆米
¥128.00


30豆米
¥30.00


18豆米
¥18.00


25豆米
¥25.00


68豆米
¥68.00


108豆米
¥108.00


40豆米
¥40.00


60豆米
¥60.00"
1527030248,不挂科—文库大学生版,372585298,"Beijing Baidu Netcom Science & Technology Co.,Ltd",0,12,0,4.4,4.5万,版本 3.1.1,解决已知问题，提升用户体验,"Beijing Baidu Netcom Science & Technology Co.,Ltd",168.8 MB,教育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文,17+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的惊悚或恐怖题材，频繁/强烈的成人或性暗示题材，偶尔/轻微的色情内容或裸露，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的现实暴力,免费,"连续包月
¥18.00


连续包月
¥18.00


1个月VIP
¥28.00


1个月VIP
¥28.00


12个月VIP
¥178.00


6个月VIP
¥68.00


6个月VIP
¥68.00


买3个月VIP赠送1个月VIP
¥39.00


3个月VIP
¥68.00


12个月VIP
¥98.00"
1322828267,天府通办,1639245517,四川省大数据中心,0,6,0,4.1,1万,版本 4.2.9,优化定位提醒功能。,Sichuan Provincial Big Data Center,96.6 MB,效率,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 四川省大数据中心,免费
1387717110,七猫小说-看小说电子书的阅读神器,1230400807,"Shanghai Seven-Cat Culture Media Co.,Ltd.",0,7,0,4.5,31.2万,版本 7.29,【新版本介绍】1、部分热门书籍新增AI情感音色，诚邀您收听！2、部分有声书新增字幕功能，快来边听边看吧~3、优化书城搜索，快去找找你喜欢的内容吧！4、章评段评支持发布图片表情包啦，快来体验体验吧！【热门好书、影视原著免费看】《甄嬛传》：孙俪、陈建斌主演经典宫斗剧《甄嬛传》原著有声！盘点甄嬛晋升之路！《熟年》：郝蕾、王鸥、唐艺昕领衔主演当代都市剧原著！写尽中国式家庭的温情与悲喜！《护心》：侯明昊、周也领衔主演青春奇幻仙侠剧原著小说！末路穷途，他心我命，她想保护他，像个英雄！《黯夜之光》：陈建斌、陈晓主演刑侦悬疑剧《尘封十三载》原著小说！看师徒联手街头追凶，解开迷雾重重！《狂飙》：开年热门刑侦剧《狂飙》同名小说！狂飙过境，京海放晴！《三体》：第73届雨果奖最佳长篇小说奖获奖作品！张鲁一、于和伟、陈瑾、王子文主演科幻剧原著！给岁月以文明，而不是给文明以岁月...《少年歌行》： 李宏毅领衔主演，刘学义特别主演的古装武侠剧《少年歌行》同名原著！少年策马倚剑，热血闯江湖！《不得往生》：赵丽颖、欧豪、李光洁领衔主演时代群像剧《风吹半夏》原著！看大女主许半夏如何逆势而下，勇敢逐梦！《不期而至》：蔡文静、彭冠英主演悬疑虐恋剧《不期而至》原著小说！看“不期而至”，愿美好如期而至！《苍兰诀》：虞书欣、王鹤棣主演东方幻想爱情童话同名影视原著！傲娇大魔头东方青苍VS软萌小仙女小兰花，仙魔之别，抵不过情之一字。《梦华录》：刘亦菲、陈晓主演《梦华录》影视剧剧改原著！身处贱籍，志存高远，虽为女子，亦成大业。,"Shanghai Seven-Cat Culture Media Co.,Ltd.",146.9 MB,图书,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,9+，偶尔/轻微的成人或性暗示题材,免费,"7天七猫VIP会员
¥6.00


七猫小说VIP会员连续包月
¥18.00


1个月七猫VIP会员
¥25.00


1个月七猫VIP会员
¥18.00


3个月七猫VIP会员
¥60.00


1元礼物
¥1.00


12个月七猫VIP会员
¥188.00


3个月七猫VIP会员
¥40.00


6元礼物
¥6.00


12个月七猫VIP会员
¥138.00"
1393951223,有钱花-度小满金融旗下信贷服务,1574648048,Chongqing Duxiaoman Information Technology Co.Ltd,0,11,0,4.5,11.2万,版本 7.2.0,【借钱贷款】版本性能优化，操作使用更方便【借款软件】优化多项细节，安全体验有保障,Chongqing Duxiaoman Information Technology Co.Ltd,130.1 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,4+,© 2019 Duxiaoman Inc,免费
1110254073,掌上阜外医院,996774960,中国医学科学院阜外医院,0,8,0,3.1,340,版本 1.6.16,1. 满意度调查提示优化2. 优化APP交互，修复若干问题,Chinese Academy of Medical Sciences Fuwai Hospital,63.5 MB,医疗,iPhone设备需装有iOS8.0或更高版本。iPad设备需装有iPadOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的医药或医疗信息,© 2016 中国医学科学院阜外医院,免费
6444786169,等她-Lite,1655268691,广西清枫科技有限公司,0,6,0,2.2,547,版本 1.3.2,1、修复已知BUG2、优化用户体验,"Guangxi Qingfeng Technology Co.,Ltd. d.",247.7 MB,社交,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,17+，频繁/强烈的成人或性暗示题材，偶尔/轻微的色情内容或裸露,免费,"210花花
¥38.00


56花花
¥8.00


686花花
¥98.00


1036花花
¥148.00


2016花花
¥298.00


30天会员
¥58.00


4186花花
¥598.00


90天会员
¥168.00


13986花花
¥1,998.00


11886花花
¥1,698.00"
458318329,腾讯视频-玉骨遥全网独播,292374531,Tencent Technology (Shenzhen) Company Limited,0,12,0,4.7,"2,157.3万",版本 8.8.90,1.《玉骨遥》《雪鹰领主》《暮色心约》《闪耀的她》《五十公里桃花坞第3季》《少年行》《斗罗大陆Ⅱ绝世唐门》《镖人》《狐妖小红娘 无暮篇》《NBA》《中超》《欧冠》等众多精彩内容等你来看！,Tencent Technology (Shenzhen) Company Limited,502.1 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，无限制网页访问，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的现实暴力，频繁/强烈的成人或性暗示题材，偶尔/轻微的色情内容或裸露，偶尔/轻微的模拟赌博，偶尔/轻微的惊悚或恐怖题材,免费,"连续包月会员
¥25.00


连续包月会员
¥25.00


该付费商品
¥3.00


腾讯视频VIP连续包月
¥25.00


腾讯视频VIP连续包月
¥25.00


连续包月
¥25.00


连续包月会员
¥25.00


腾讯视频VIP连续包月
¥25.00


腾讯视频VIP连续包月
¥25.00


内容购买
¥6.00"
465617429,海南航空-机票预订值机选座,465617432,"Hainan Airlines Holding Co., Ltd.",0,6,0,3.0,"2,051",版本 8.25.1,新增及优化功能：1.无陪儿童购票2.升舱券支持标签价购买3.预订流程弹窗提醒优化升级4.多业务模块添加在线客服悬框5.飞行通部分功能优化等一系列的升级优化。近期更新：1.家庭账户支持添加9名成员2.M站微信自动登录3.行程和值机选座模块优化,"Hainan Airlines Holding Co., Ltd.",144 MB,旅游,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,4+,© 2011 - 2023 Hainan Airlines,免费
1544159771,Unity Face Capture,305967445,Unity Technologies ApS,0,12,0,2.5,15,版本 1.2.0,• New face calibration option to improve recording quality based on the subject's neutral pose and device orientation.• New onboarding screens to guide the user through first-time setup.,Unity Technologies ApS,68.5 MB,软件开发工具,iPhone设备需装有iOS14.5或更高版本。iPad设备需装有iPadOS14.5或更高版本。iPod touch设备需装有iOS14.5或更高版本。,英文,4+,© 2021 Unity Technologies Inc.,免费
1330602531,京东读书-读好书，上京东,1250803494,"Kunshan Jingdong Shangxin Trade Co.,Ltd.",0,9,0,4.7,2.6万,版本 4.21.0,1、全面升级了TTS语音功能，为您带来更加自然流畅的听书体验。2、优化部分功能，修复了已知问题，提高产品阅读体验。,"Kunshan Jingdong Shangxin Trade Co.,Ltd.",199.5 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，偶尔/轻微的现实暴力，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的色情内容或裸露，偶尔/轻微的模拟赌博，无限制网页访问，偶尔/轻微的医药或医疗信息，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默,免费,"600阅豆
¥6.00


1200阅豆
¥12.00


京东读书VIP（连续包月）
¥25.00


3000阅豆
¥30.00


5000阅豆
¥50.00


京东读书VIP（7天）
¥1.00


10800阅豆
¥108.00


京东读书VIP（一个月）
¥25.00


京东读书VIP（一年）
¥228.00


京东读书VIP（三个月）
¥68.00"
414245413,京东-多·快·好·省,414196706,"Beijing Jingdong Century Trading Co., Ltd.",0,6,0,3.6,27.9万,版本 12.0.7,京东百亿补贴，全场包邮 买贵双倍赔；京东秒杀，爆款限时秒，低价享不停；新人频道，新人低至1元包邮京东9.9包邮，随便买，都便宜！京东PLUS会员，专属95折，省上再省京东小魔方，新品直降，天天抢新,"Beijing Jingdong Century Trading Co., Ltd.",286.2 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,17+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的医药或医疗信息，偶尔/轻微的烟酒或毒品使用或相关内容，赌博，偶尔/轻微的模拟赌博，频繁/强烈的竞赛,© 京东JD.com 版权所有,免费
468623917,千千音乐-听见你的世界,1454333287,"SHENZHEN TAILE CULTURE TECHNOLOGY CO., LTD.",0,7,0,4.5,1万,版本 8.3.1,1、修复了播放页下载按钮的展示逻辑2、优化了下载行为上报逻辑,"SHENZHEN  TAILE CULTURE TECHNOLOGY CO., LTD.",43 MB,音乐,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,12+，偶尔/轻微的色情内容或裸露，偶尔/轻微的烟酒或毒品使用或相关内容,免费,"千千音乐VIP会员（一个月）
¥15.00


千千音乐VIP会员（一年）
¥98.00


千千音乐VIP会员（三个月）
¥38.00


1分贝
¥8.00


3分贝
¥8.00


6分贝
¥8.00


25分贝
¥28.00


128分贝
¥148.00


188分贝
¥198.00


12分贝
¥15.00"
435921465,首旅如家,435921468,如家酒店连锁,0,6,0,4.6,1.3万,版本 10.3.0,1、新增热销酒店榜单；2、新增电子专票类型；3、修改证件支持人脸识别；,Home Inns Hotel Management(Shanghai) Co.Ltd.,153.7 MB,旅游,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，频繁/强烈的竞赛，赌博,© Homeinns 如家快捷酒店集团—中国经济型连锁酒店领先者 版权所有 沪ICP备06046495号,免费
1377083962,浮浮雷达-找歌识曲神器,1300131858,成都酷狗创业孵化器管理有限公司,0,11,0,4.7,4.9万,版本 1.8.3,1、灵动岛&实时活动来啦！快试试上岛识曲吧2、修复线上问题，优化识曲体验。,"Chengdu Kugou Business Incubator Management Co., Ltd.",131 MB,音乐,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,4+,"© 2018 Chengdu Kugou Business Incubator Management Co., Ltd.",免费
1215210046,微博轻享版（原微博国际版）,1358216519,"Beijing Weimeng Internet Technology Co., Ltd.",0,12,0,4.2,16.9万,版本 6.2.4,修复反馈问题增强APP稳定性这个夏天太热了，晒的小码哥黑一个度了。,"Beijing Weimeng Internet Technology Co., Ltd.",109.7 MB,社交,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,12+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的现实暴力，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的医药或医疗信息,免费,"连续包月会员
¥12.00


1个月微博会员
¥118.00


连续季度会员
¥30.00


3个月微博会员
¥38.00


连续包年会员
¥118.00


1年微博会员
¥118.00"
1554227782,陕煤运销,1554227784,陕煤运销集团榆林销售有限公司,0,6,0,2.9,23,版本 1.5.1,预约功能升级了校验,"Shanmei Distribution Group Yulin Sales Co., Ltd.",36.8 MB,软件开发工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 陕西省煤炭运销（集团）有限责任公司,免费
1583923782,3D modeling- Design my model,1276304756,"Core five, Inc.",0,6,0,4.7,"2,276",版本 1.5.0,- 灯光功能- 修正了一些小错误,"Core five, Inc.",107.4 MB,图形和设计,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,乌克兰文， 俄文， 印地文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 波兰文， 泰文， 白俄罗斯文， 简体中文， 英文， 葡萄牙文， 西班牙文， 阿拉伯文， 韩文,4+,免费,"Premium Yearly
¥233.00


Premium Monthly
¥40.00


Premium Yearly
¥233.00"
1295000147,驾考一点通-2023驾校学车考驾照练车,1407155306,Hong Ma,0,8,0,4.8,7.1万,版本 7.7.3,-新规题库已实时更新，速来刷题备考；-修复用户反馈的问题，优化使用体验；,Hong Ma,147.9 MB,参考资料,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"科一科四稳过
¥45.00


45金币
¥45.00


高效学车VIP
¥30.00


科一科四速成
¥30.00


考前密卷
¥6.00


98金币
¥98.00


科三灯光仿真专练
¥30.00"
546505307,Zoom Cloud Meetings,530594111,"Zoom Video Communications, Inc.",0,9,0,4.5,13.5万,版本 5.15.2,-修正了一些小错误-安全增强,"Zoom Video Communications, Inc.",218 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,俄文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 波兰文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文,4+,"© Zoom Video Communications, Inc.",免费Zoom One Pro (Monthly)，¥103.00，，，Zoom One Pro (Annual)，¥998.00
768082524,叮咚买菜-想吃什么 就上叮咚,937182145,"Shanghai 100 meters Network Technology Co., Ltd.",0,6,0,4.8,34.7万,版本 10.14.0,1、功能细节改进，优化用户体验。,"Shanghai 100 meters  Network Technology Co., Ltd.",148 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,17+，频繁/强烈的烟酒或毒品使用或相关内容,© 上海壹佰米网络科技有限公司,免费
1156383326,Fwatch子腾园 - 智能手表,1488734176,杭州掌育科技有限公司,0,9,0,3.1,"2,020",版本 4.6.1,优化体验感以及修改已知缺陷,"Hangzhou ZhangYu Technology Co., Ltd.",256 MB,教育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,17+,免费,"12钻石
¥12.00


包月
¥6.00


包年
¥30.00


33钻石
¥30.00


永久
¥98.00


1200学习币
¥15.00


60钻石
¥50.00


130钻石
¥108.00


3000学习币
¥38.00


首冲15000学习币
¥58.00"
